date,Compensation of employees,Decrease in financial assets,Decrease in liabilities,Decrease in non-financial assets,Dividends,Domestic,Excise duty,Expenditure,Fixed assets,Foreign,From domestic products,From imported products,Goods and services,Grants,Import tax,Income,Income tax,Increase in financial assets,Increase in liabilities,Increase in non-financial assets,Interest,Inventories,Loans,Non-produced assets,Other expenses,Other revenues,Other taxes,Profit tax,Rent,Revenues,Sale of goods and services,Sanctions (fines and penalties),Shares and other equity,Social security,State budget balance,Subsidies,Taxes,Valuables,Value added tax,Voluntary transfers other than grants,interest,is_weekend,is_holiday
2017-10-17,349633.57,2667.86,2117143.51,143.46,0.0,0.0,3062092.08,86566366.58,0.0,98954.78,28294289.880000003,12116977.100000001,4222002.05,4591942.97,281126.18,75102551.2,4736106.75,1004497.06,98954.78,2350501.43,486144.78,0.0,2667.86,143.46,46800756.72,713140.81,27266227.8,1528070.71,595.0,75204317.3,242588.44,261005.74,0.0,24448311.84,1140177308.78,362044.62,74222798.42,0.0,37349174.9,0.0,0.0,0,0
2017-10-18,74691.46,0.0,48282.97,56.59,0.0,0.0,12080515.48,17633746.63,0.0,1159873.95,12813331.299999999,27304345.630000003,3016708.2,5103323.529999999,334780.36,39712978.9,1735585.2,1926238.38,1159873.95,3635364.74,0.0,0.0,0.0,56.59,776235.83,510049.51,-3205336.57,143550.83,33.16,40872909.44,167287.66,270342.72,0.0,1900037.63,1163416895.21,1229406.53,39126386.75,0.0,28037161.45,0.0,0.0,0,0
2017-10-19,5749.49,11812.23,473604.23,48.92,0.0,20687250.45,3096769.4,19054881.57,0.0,2057773.82,3380355.55,11586488.26,2832221.35,4794353.95,144912.23,22561583.02,782706.19,1000000.0,22745024.27,1434921.67,123137.1,0.0,11812.23,48.92,2095069.72,824581.18,4832615.8,445490.26,52771.1,45318468.44,108064.08,185162.57,0.0,3413593.92,1189695671.68,3446663.69,21172568.29,0.0,11870074.41,13500.0,292160.78,0,0
2017-10-20,52297817.27,1448196.25,153900.96,0.0,1783.0,0.0,3311499.64,81919311.37,0.0,128468.24,2746208.54,10676848.629999999,6877101.3,5219923.529999999,160909.96,65650664.43,1348711.63,1213044.92,128468.24,2509349.14,3050000.01,0.0,1448196.25,0.0,1648206.61,24101519.92,25720576.7,142265.28,2230.0,67227328.92,4358.6,181509.81,0.0,4882283.53,1175003869.38,4821307.87,40795520.74,0.0,10111557.53,0.0,488726.98,0,0
2017-10-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0
2017-10-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0
2017-10-23,18989304.98,0.0,75498.99,487.2,0.0,0.0,8220010.86,37048481.84,0.0,1412653.75,4199969.87,29115343.85,6358952.7,3749208.16,522133.85,43233972.87,1434760.56,0.0,1412653.75,1288141.61,0.0,0.0,0.0,487.2,1304272.4,1211218.71,5436149.39,1071375.48,4669.15,44647113.82,104586.95,249603.48,0.0,3181503.65,1182602501.36,2344620.51,41779733.0,0.0,25095302.86,181393.0,269329.32,0,0
2017-10-24,7902127.9,0.0,1412735.72,2695.0,0.0,0.0,2176214.22,22505092.07,0.0,1012853.85,1642317.67,7124065.78,4482445.75,936770.94,126166.26,29322856.99,784950.41,0.0,1012853.85,1661578.69,487597.77,0.0,0.0,2695.0,1276140.87,681390.14,18655112.9,141549.12,1691.25,30338405.84,114339.39,187873.69,0.0,2784444.83,1190436026.15,1728544.31,28474172.14,0.0,6590169.23,0.0,0.0,0,0
2017-10-25,21143260.16,0.0,26057.59,0.0,0.0,-28786274.26,11613192.28,41580353.28,0.0,267073.45,2179583.15,30242040.52,6672519.62,4961077.5600000005,382123.1,35809760.04,770962.62,0.0,-28519200.81,955330.06,1394525.74,0.0,0.0,0.0,346051.89,1350895.21,-732845.3,840778.3,2076.83,7290559.23,122964.93,317262.48,0.0,5247928.46,1156159282.69,1609823.64,33682643.39,0.0,20808431.39,414614.0,439138.45,0,0
2017-10-26,1628286.93,0.0,0.0,25375.0,0.0,-26326708.03,1692166.27,26524231.87,25375.0,177577.5,1737925.3399999999,8622331.84,2433226.43,10821222.4,254887.33,25300688.64,448219.03,311939.84,-26149130.53,2163608.1,3204140.3,0.0,0.0,0.0,512935.42,919300.53,12866758.25,296749.52,97458.2,-823066.89,103067.97,221433.81,0.0,4065513.39,1128812175.38,1537844.86,24226902.31,0.0,8668090.91,28995.33,289808.22,0,0
2017-10-27,1173174.95,0.0,1099928.03,845878.0,0.0,0.0,5643553.0,32706620.7,0.0,359281.52,1225367.86,14293684.45,4338930.65,6345792.16,156512.29,25859889.47,417632.64,332708.3,359281.52,1951262.6,1118444.42,0.0,0.0,845878.0,652463.56,1496274.9,7969771.4,159858.65,65.65,27065048.99,117376.72,167460.07,0.0,13825739.46,1123171704.87,2008963.85,24222827.29,0.0,9875499.31,0.0,0.0,0,0
2017-10-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0
2017-10-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0
2017-10-30,4025835.69,0.0,11491.53,7295.5,0.0,-955627.36,8230552.1,32491680.51,0.0,359577.65,845313.38,33951727.519999996,1690794.17,15480265.94,519833.35,9215858.5,567285.36,120434.13,-596049.71,1146646.73,3156872.64,0.0,0.0,7295.5,1692576.2,166262.11,-27799312.28,304465.97,1909.05,8627104.29,66248.93,235787.1,0.0,4960019.89,1099307278.79,867026.93,8389313.05,0.0,26566488.8,18072.47,268493.15,0,0
2017-10-31,1397930.96,25800.0,738.0,41252.14,2000.0,0.0,4394235.39,28137651.02,0.0,100295.21,402429.22000000003,12902069.46,4313932.86,12107561.35,330451.8,13956232.41,526124.74,877240.0,100295.21,3108274.62,0.0,0.0,25800.0,41252.14,2918221.87,507687.43,-4007811.99,2984308.82,455.65,14123579.76,69928.13,139687.2,0.0,2505832.13,1085293533.93,1218892.16,13137572.05,0.0,8910263.29,0.0,0.0,0,0
2017-11-01,188454.68,0.0,1245.5,0.0,0.0,0.0,4367278.35,14724067.23,0.0,1540098.69,645961.2200000001,14404503.54,1214906.52,1665955.96,203203.74,24835553.1,422845.9,78722.32,1540098.69,5779783.41,0.0,0.0,0.0,0.0,2063069.33,1887861.93,6975915.01,203736.02,1267.63,26375651.79,136494.63,104686.91,0.0,3536979.12,1096945118.49,286476.13,22856165.43,0.0,10683186.41,594214.02,956461.59,0,0
2017-11-02,1842811.81,0.0,52344.41,59523.12,0.0,18673638.02,799099.16,27141647.95,59500.0,10713957.65,778297.5,8402818.15,2206354.48,5833232.47,250791.44,21322643.94,188179.81,82869.95,29387595.67,11912434.84,0.0,0.0,0.0,23.12,714713.03,732791.52,10571405.31,194506.2,7496.05,50769762.73,108453.31,137950.63,0.0,3397001.31,1120573302.53,1303607.66,20386130.41,0.0,8382016.49,129124.25,297642.46,0,0
2017-11-03,4849635.42,3046.73,146845.47,50.0,0.0,0.0,4202398.08,29718751.86,0.0,182318.18,893605.31,11914537.1,4195042.19,5093743.64,186327.29,33318805.84,151125.28,6805.04,182318.18,8734599.85,0.0,0.0,3046.73,50.0,892662.41,701408.45,19162398.15,133123.91,105.58,33504220.75,133640.18,138707.25,0.0,3220139.5,1124358923.42,2755322.69,32441353.04,0.0,8605744.33,0.0,0.0,0,0
2017-11-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0
2017-11-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0
2017-11-06,4448633.46,61688.31,46391.68,0.0,465.0,0.0,9218784.87,25087055.55,0.0,1419434.54,1651897.5999999999,34479802.84,4919189.29,3124713.17,481748.25,39134166.27,553495.29,1717584.3,1419434.54,5429042.93,1167161.56,0.0,61688.31,0.0,728611.01,1137417.12,287723.86,-26229.18,1155.8,40615289.12,168319.84,221158.17,0.0,2889341.04,1139887286.99,1184697.6,37428438.66,0.0,26912915.57,15.0,620991.78,0,0
2017-11-07,40036.32,0.0,0.0,19.7,0.0,0.0,1105629.43,40631004.49,0.0,1484637.05,1341706.6500000001,9083383.92,3329111.16,30283728.43,215381.33,36977385.87,285695.78,0.0,1484637.05,2413408.46,0.0,0.0,0.0,19.7,573055.67,1770324.49,23265414.83,305431.96,280.28,38462042.62,1061079.16,279545.72,0.0,3246699.7,1137718335.12,1455011.66,34497014.47,0.0,9319461.14,1376.0,0.0,0,0
2017-11-08,315449.82,10208.45,0.0,54.38,7741.43,0.0,7167776.04,11550226.18,1.0,11493679.46,643401.27,16526736.379999999,2053252.28,2209179.09,146069.53,26602261.44,362829.34,0.0,11493679.46,2493863.2,0.0,0.0,10208.45,53.38,637208.43,541818.8,7436219.68,635567.03,156.0,38106203.73,190888.9,166922.26,0.0,3155113.68,1164281193.57,995761.17,25750841.15,0.0,10002361.61,2877.2,918.75,0,0
2017-11-09,2509931.44,0.0,52479.05,35.7,0.0,-10245378.34,6228273.66,21980184.98,0.0,555215.78,1980365.5999999999,16661254.670000002,4826817.95,1244959.26,199999.18,25169908.38,-220752.17,546185.37,-9690162.56,2870576.79,2855510.44,0.0,0.0,35.7,975399.33,974197.67,5478187.25,36822.73,12877.88,15479781.52,303538.59,195810.23,0.0,4291526.59,1157781430.11,1866458.21,24136051.26,0.0,12413346.61,200.0,297727.4,0,0
2017-11-10,64682.7,0.0,12102683.22,0.0,0.0,0.0,791951.69,214045185.16,0.0,314635.53,-1169431.96,5827077.15,10876554.33,1727640.45,157935.3,27747024.69,900517.49,10785807.06,314635.53,3284143.27,4311036.73,0.0,0.0,0.0,345698.3,1648915.8,20019579.78,151547.59,1040563.24,28061660.22,143619.63,217333.24,0.0,169304512.55,971798860.29,1453310.09,25887225.35,0.0,3865693.5,300.0,0.0,0,0
2017-11-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0
2017-11-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0
2017-11-13,34468.06,0.0,0.0,79500.0,0.0,0.0,13179982.3,11322627.17,79500.0,196185.39,428056.25,39881186.05,2913588.31,2269462.54,676614.14,48151720.36,339992.71,0.0,196185.39,2009108.55,0.0,0.0,0.0,0.0,445326.2,1209782.0,5047316.87,114321.93,14580.22,48427405.75,269534.01,316563.06,0.0,2810366.13,1008908161.78,1294479.29,46487766.45,0.0,27129260.0,0.0,318705.54,0,0
2017-11-14,27400.17,6005.0,0.0,0.0,0.0,0.0,1114098.79,15558997.3,0.0,1279879.37,722966.98,7525517.26,3332072.04,2080355.3499999999,166658.15,63435847.5,465360.27,1165415.66,1279879.37,4852798.05,0.0,0.0,6005.0,0.0,616811.35,771261.02,53238286.28,394765.34,1203.46,64721731.87,185086.48,360792.73,0.0,3459061.54,1058072166.35,176115.34,62513554.28,0.0,7134385.45,0.0,1177.0,0,0
2017-11-15,6145.43,4108105.12,2481127.34,0.0,0.0,0.0,16507725.41,18314550.99,0.0,650036.13,56636038.64,15225593.82,1804616.23,2263100.82,352953.16,61748339.26,202481827.27,2413208.54,650036.13,2523966.01,2539354.18,0.0,4108105.12,0.0,585389.19,711745.87,-238159236.71,24041290.78,286.0,66506480.51,103857.7,205091.06,0.0,3534029.68,1106336925.22,621662.0,60578544.96,0.0,55353907.05,0.0,358582.47,0,0
2017-11-16,25978.3,0.0,57357.01,0.0,0.0,0.0,1175165.9,12099219.73,0.0,522088.26,19918158.18,8193918.07,5327817.3,933927.4,203830.47,57704381.94,4138179.28,200523.05,522088.26,849357.03,0.0,0.0,0.0,0.0,1459991.66,860818.37,23496252.77,815947.07,1697.98,58226470.2,178254.29,211131.12,0.0,2839205.65,1152464175.69,482340.06,56766285.84,0.0,26936910.35,60176.0,322340.57,0,0
2017-11-17,11060.55,3046.73,888.54,364.0,0.0,0.0,8744818.27,81401640.0,0.0,367074.12,6192162.02,18822517.35,3190167.03,14309182.35,229702.37,55312109.6,1657299.47,7553177.98,367074.12,927891.92,0.0,0.0,3046.73,364.0,41410150.48,496080.92,15172731.99,552399.57,1721.52,55682594.45,86652.72,221767.68,0.0,25951563.69,1126745263.26,236773.37,42626812.77,0.0,16269861.1,35781.0,0.0,0,0
2017-11-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0
2017-11-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0
2017-11-20,14184587.57,453341.11,0.0,182.54,0.0,0.0,10564835.98,38533032.78,0.0,400527.99,3264935.79,34047995.8,4743373.74,4281318.5200000005,581501.97,37432798.87,1629611.63,531186.77,400527.99,4324111.02,0.0,0.0,453341.11,182.54,5773940.23,4331391.56,-6344739.71,-237424.88,57.77,38286850.51,361840.97,335822.07,0.0,3218503.78,1126499238.72,1635537.86,32941880.6,0.0,26748095.61,3050325.91,341153.26,0,0
2017-11-21,44302192.86,26700.0,3217187.43,-1000.0,0.0,0.0,2347416.21,60907274.62,0.0,131584.97,6209205.529999999,11028774.899999999,3086422.0,1034868.51,346508.0,46820595.2,1556960.89,0.0,131584.97,3769422.89,249699.34,0.0,26700.0,-1000.0,510583.1,621341.96,26384006.48,572884.71,6104.42,46977880.17,139846.62,193453.14,0.0,3310392.04,1112569891.31,1527385.18,46098374.51,0.0,14890564.22,0.0,0.0,0,0
2017-11-22,26595127.62,430066.85,0.0,0.0,0.0,0.0,5672208.03,47815422.38,0.0,119843.3,1643691.59,15318697.1,7707601.11,5227119.300000001,147835.32,34027167.48,1425090.45,0.0,119843.3,3049176.36,0.0,0.0,430066.85,0.0,1010824.65,429119.77,13554502.15,977421.79,225.0,34577077.63,27814.06,149725.48,0.0,3063558.9,1099331546.56,1692819.75,33067242.4,0.0,11290180.66,11997.72,0.0,0,0
2017-11-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1
2017-11-24,13896718.1,0.0,124574.05,25375.0,0.0,0.0,11862601.21,62442115.99,25375.0,350998.78,2112856.88,25715250.57,5050886.35,7929756.85,444828.97,58852645.32,833528.91,17311098.42,350998.78,2735540.7,0.0,0.0,0.0,0.0,190573.54,900564.05,27427277.95,922617.63,18463.2,59229019.1,146700.08,218535.0,0.0,12589359.89,1096118449.67,3109307.9,57456381.46,0.0,15965506.24,-1000.0,307804.93,0,0
2017-11-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0
2017-11-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0
2017-11-27,3190583.17,0.0,493091.04,17731.0,465.0,0.0,16163747.87,28058726.02,2.8,155185.78,-1214388.21,34748003.0,2185479.34,852231.76,422004.77,36703214.34,883978.53,10692000.0,155185.78,1589582.93,1486044.65,0.0,0.0,17728.2,956372.39,903404.41,607177.6,150858.8,3113.12,36876131.12,123429.25,249650.3,0.0,4795250.62,1104936020.35,2020235.56,35597664.49,0.0,17369866.92,1204.0,320059.31,0,0
2017-11-28,731289.61,94386.92,0.0,852948.5,0.0,0.0,3077221.91,30029431.64,0.0,58240.65,1780681.6900000002,24994675.279999997,3814822.24,13187994.17,725970.12,23166558.86,334938.12,516211.0,58240.65,2709563.5,0.0,0.0,94386.92,852948.5,152644.53,1203714.48,-6316843.79,-61162.84,11.17,24172134.93,268080.89,233422.26,0.0,8554404.31,1099087566.98,867088.08,21458258.58,0.0,23698135.06,165692.5,241506.68,0,0
2017-11-29,600460.99,0.0,0.0,0.0,0.0,0.0,4519754.12,32502701.02,0.0,154008.32,1498683.6800000002,18040768.83,3023456.66,14233548.360000001,261100.05,27761556.78,658664.64,579696.23,154008.32,4477275.58,0.0,0.0,0.0,0.0,2756745.41,1293277.22,5280532.43,21157.37,3548.1,27915565.1,614007.9,227751.97,0.0,4912068.2,1094507792.65,2626817.15,25760912.0,0.0,15019698.39,305663.75,0.0,0,0
2017-11-30,1593196.32,1710298.86,46703.52,1.4,0.0,20572485.66,1606843.49,32692499.69,1.4,2056434.92,981622.76,10341024.26,2637315.8,13888714.209999999,196164.31,42841066.38,2040251.38,-1061436.29,22628920.58,2583744.84,0.0,0.0,1710298.86,0.0,1970712.92,1606323.16,24465205.56,2413933.11,1438.37,67180287.22,73245.05,230334.66,0.0,3788829.04,1129000995.14,8041224.17,40438238.38,0.0,9715803.53,52206.42,1170246.0,0,0
2017-12-01,522012.3,2306222.28,104174.66,40989.6,0.0,0.0,5364440.21,22196645.61,0.0,763409.58,1148064.61,13770867.92,1709878.89,1108989.95,148125.79,34592178.11,721196.97,44027.7,763409.58,5187974.3,0.0,0.0,2306222.28,40989.6,4644681.45,2372026.21,16433352.09,-267144.9,487.15,37702799.57,136607.97,190662.32,0.0,5535722.07,1144508210.1,3604873.71,31954462.48,0.0,9554492.32,611498.59,1269634.97,0,0
2017-12-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0
2017-12-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0
2017-12-04,7819.37,0.0,696.4,700000.0,0.0,0.0,8164965.75,26769261.42,700000.0,1327215.37,3761784.5100000002,36219018.09,8079736.69,1659010.16,543250.28,41714954.13,548998.65,6022568.82,1327215.37,2062446.22,0.0,0.0,0.0,0.0,2545172.23,1003480.84,-825099.54,240530.6,839.68,43742169.5,149597.39,281699.17,0.0,3980606.94,1161482484.08,2634137.29,40488540.59,0.0,31815836.85,8780.0,271178.09,0,0
2017-12-05,911526.21,0.0,3934934.18,0.0,0.0,0.0,3256510.78,20661400.7,0.0,2472594.56,307050.65,11977434.23,4138642.83,1504759.16,332089.61,40204687.34,257937.79,405185.1,2472594.56,2294857.95,293047.21,0.0,0.0,0.0,993059.9,483952.14,26135986.24,577125.99,4010.62,42677281.9,115618.82,186584.06,0.0,4492534.47,1183498704.28,1825902.38,39587686.51,0.0,9027974.1,-112.0,0.0,0,0
2017-12-06,51403.14,145196.61,0.0,1402.45,0.0,0.0,13625062.73,15971096.38,0.0,429320.99,605397.34,27484828.38,5580073.76,2158309.18,260925.87,26866511.32,182307.34,222551.96,429320.99,387983.44,0.0,0.0,145196.61,1402.45,641574.08,740525.16,-2530467.79,22342.79,924.7,27442431.37,116537.61,245838.38,0.0,6001596.53,1194972286.37,1028256.52,26025333.93,0.0,14465162.99,0.0,323716.47,0,0
2017-12-07,13381.92,16168.34,81805.65,240000.0,1783.0,18694071.53,5215269.88,22333171.3,240000.0,975037.23,743932.87,18283592.45,2850606.12,1106686.38,305690.92,27113598.93,383821.24,3115017.03,19669108.76,7744103.73,0.0,0.0,16168.34,0.0,1660460.24,475599.51,6478699.71,340491.43,623.25,47038876.03,121381.6,214938.12,0.0,4027057.35,1219681337.3,1835763.68,26536288.62,0.0,13812255.44,1155.0,3090.09,0,0
2017-12-08,182080.54,0.0,12054359.19,0.0,0.0,0.0,2400829.12,99794579.29,0.0,346387.64,357564.59,8143929.850000001,5312077.25,1430561.8800000001,275914.1,40152084.74,-48120.71,9288304.19,346387.64,17879646.45,3589349.7,0.0,0.0,0.0,43388278.3,857056.4,28662370.12,1743998.13,1994.45,40498472.38,334067.78,139435.32,0.0,5258669.8,1160385360.39,1570567.25,39135713.08,0.0,6100665.32,-361.0,291784.93,0,0
2017-12-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0
2017-12-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0
2017-12-11,8355.24,5000.0,27042.33,0.0,7741.43,-416936.39,16406557.4,25037037.72,0.0,428661.18,-758336.01,41273014.900000006,6634591.73,2660554.87,546323.18,26233731.4,322254.22,135376.45,11724.79,6947245.43,3183063.61,0.0,5000.0,0.0,853702.95,785126.27,-16095101.79,-44523.43,895.66,26250456.19,172587.29,200250.43,0.0,3414054.89,1161601046.03,1378022.28,25243633.07,0.0,24108121.49,31692.0,270410.95,0,0
2017-12-12,5751.23,0.0,11839561.88,313.53,0.0,0.0,2656979.42,214951193.45,0.0,2711911.44,1629742.82,9848461.87,5202421.24,4957179.34,126084.37,30258207.28,394368.24,12034407.35,2711911.44,3766609.83,4902718.76,0.0,0.0,313.53,2200997.81,1531075.11,16488828.71,-84182.37,20163.7,32970432.25,1155111.77,170020.47,0.0,167855279.16,979621253.93,2509985.38,28403413.64,0.0,8821225.27,111277.1,0.0,0,0
2017-12-13,172265.57,403.03,0.0,42656.25,11595.8,0.0,4554602.84,30953132.65,42656.25,2094208.06,322995.26999999996,13250919.809999999,13826472.49,1289592.53,248070.31,34501562.88,217470.32,650213.7,2094208.06,3986519.84,0.0,0.0,403.03,0.0,731381.14,1114698.46,18841017.77,13774.17,1581.51,36638830.22,170275.34,535744.54,0.0,2724434.29,985308876.5,8064869.86,32894247.65,0.0,9019312.24,270542.87,828.62,0,0
2017-12-14,35335.2,0.0,533169.4,0.0,0.0,11357.64,1142496.56,38345210.32,0.0,500060.19,377499.47,8535390.87,16126144.87,7993855.4799999995,167717.5,67928522.57,335971.01,1261926.55,511417.83,3426479.43,1847049.53,0.0,0.0,0.0,1187356.86,1938512.29,55886367.4,171336.72,1779.5,68439940.4,1586219.19,212813.49,0.0,5280078.81,1015408821.49,1169455.5,65474368.97,0.0,7770393.78,11225.0,0.0,0,0
2017-12-15,24074.87,6050.0,8000000.0,0.0,0.0,0.0,14471161.95,46793111.73,0.0,1401670.32,33922057.870000005,11737461.99,6488520.15,3310850.02,281053.85,120664845.45,199771490.56,2331772.43,1401670.32,1178271.41,5697792.4,0.0,6050.0,0.0,9388382.65,5859101.77,-188935350.87,57744103.39,190.02,122072565.77,5200055.21,203409.55,0.0,7076212.96,1090692087.76,3582161.73,114520816.79,0.0,31188357.91,0.0,292933.36,0,0
2017-12-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0
2017-12-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0
2017-12-18,23445.83,0.0,61545.38,3472.78,0.0,0.0,13976775.75,26669224.14,3472.78,171408.56,15763463.34,45038876.35,6581998.46,10730116.75,701558.56,63140764.08,4022658.22,0.0,171408.56,2827287.85,0.0,0.0,0.0,0.0,2056952.35,729402.14,-4655015.96,1123931.37,1244.3,63315645.42,113244.87,207005.43,0.0,4208526.58,1127346105.14,594939.0,61995773.88,0.0,46825563.94,112.0,270602.74,0,0
2017-12-19,37265.96,852028.4,0.0,0.0,457.0,0.0,2466634.76,68801898.33,0.0,375753.78,6654768.81,10298285.53,5226853.55,8687256.030000001,250085.04,28121108.19,383191.72,20416559.28,375753.78,4055015.03,0.0,0.0,852028.4,0.0,993381.32,2253265.34,7080422.64,528345.44,1376.0,29348890.37,1530549.64,238130.45,0.0,27439762.11,1087898205.39,2618548.72,25195099.18,0.0,14486419.58,-7601.32,188950.53,0,0
2017-12-20,14259950.82,4257186.45,99620.06,4631.8,0.0,0.0,7677423.84,49885047.02,0.0,1265977.88,12563951.86,20990746.39,5832122.04,13390274.34,424658.84,60174849.27,2560672.97,766555.84,1265977.88,4482594.78,902430.0,0.0,4257186.45,4631.8,626753.07,3264042.41,19478261.02,284299.75,15.75,65702645.4,520440.83,312145.7,0.0,7157532.25,1103716903.54,2975429.85,56302590.83,0.0,25877274.41,400.0,1729646.34,0,0
2017-12-21,60829044.42,1206752.9,412305.15,746.69,0.0,0.0,1427505.24,109630739.9,0.0,2423348.36,4222721.68,9228647.16,14214434.09,10062236.290000001,191469.51,42805665.21,1189730.74,5034925.28,2423348.36,8365509.58,0.0,0.0,1206752.9,746.69,1058757.03,1190205.08,25100311.88,833253.75,612339.2,46436513.16,78669.85,195151.01,0.0,8623134.44,1040550822.75,1879719.03,40766134.72,0.0,12023863.6,82854.75,169626.69,0,0
2017-12-22,29867840.85,0.0,22810840.92,0.0,0.0,0.0,3056851.27,123987727.49,0.0,6045583.49,1604972.47,10404728.969999999,12002233.23,24797965.69,95565.35,61731080.55,1591358.01,324695.12,6045583.49,13587301.59,6958085.56,0.0,0.0,0.0,3701801.43,3584109.31,41736732.11,152218.44,881.2,67776664.04,2159546.19,163401.81,0.0,8780227.96,984343052.56,3718131.03,55585575.35,0.0,8952850.17,627320.74,329893.15,0,0
2017-12-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0
2017-12-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0
2017-12-25,4306663.67,22961236.87,23144268.68,23281795.68,1133500.0,0.0,9790822.57,73387647.12,21619882.63,23661634.25,2920341.06,37912478.81,947157.72,26127684.67,864808.53,41607820.71,-6001809.39,-6693044.83,23661634.25,7791018.29,3862286.71,0.0,31621.87,1661913.05,1967546.98,4560686.1,617823.8,-112437.64,1721.25,111512487.51,2592894.23,409742.97,22929615.0,8331251.68,1022485879.93,4448742.99,36201205.17,0.0,31041997.3,0.0,273772.99,0,0
2017-12-26,7271346.38,1772959.59,17966360.75,-2618.0,0.0,0.0,2350001.33,193666933.09,0.0,4681903.28,761296.2799999999,14822551.7,32159330.74,21796437.36,233543.72,42231936.82,-3232730.84,69520127.62,4681903.28,7217805.76,0.0,0.0,1772959.59,-2618.0,20949296.49,7292503.37,21361857.43,-51255.91,1163976.29,48684181.69,5317624.85,266056.29,0.0,16484390.21,877508420.08,1346008.85,33895262.38,0.0,13233846.65,137216.0,19926.17,0,0
2017-12-27,5978894.15,217686.13,81882.77,364.0,0.0,0.0,12206929.65,155096446.1,0.0,61016817.38,2166141.73,28763829.0,9470841.02,40648420.12,392249.45,2642105.13,-5697651.66,65056492.28,61016817.38,14314794.24,0.0,0.0,215488.0,364.0,13602937.74,1487714.77,-25484023.06,246606.44,39.25,63876972.64,873732.26,146234.25,0.0,1244175.77,786296302.8,5465246.47,387151.9,0.0,18723041.08,33995.82,0.0,0,0
2017-12-28,2904675.95,8173511.3,64580.02,845830.0,1783.0,8225450.31,5994256.64,126135149.81,2.0,3371915.15,1212944.13,21752771.1,12608208.06,35429962.21,356660.9,3147130.81,-7294802.68,41079949.26,11597365.46,15354207.62,0.0,0.0,8173511.3,845828.0,15453393.05,2861613.16,-16068987.63,-535437.0,3096.64,23763837.57,1751623.55,220327.85,0.0,1518183.88,683934318.87,2584261.59,-576754.18,0.0,16971458.59,-4321.07,691360.94,0,0
2017-12-29,7918635.49,5644362.53,27830.69,42741.6,0.0,0.0,1814878.89,178615828.92,1752.0,10661938.79,965573.56,9828337.51,5119529.89,113675266.71000001,222412.53,36305111.03,-16908763.38,21020942.78,10661938.79,20133282.25,0.0,0.0,5644362.53,40989.6,10462703.76,7886827.14,18081768.55,-596184.36,1501.02,52654153.95,5786518.87,196509.69,0.0,10930001.03,557975605.73,6152661.8,11593258.41,0.0,8979032.18,91933.27,1604222.83,0,0
2017-12-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0
2017-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0
2018-01-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1
2018-01-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1
2018-01-03,2011.4,329975.48,0.0,2.0,0.0,0.0,23471541.66,97457211.88,2.0,0.0,2491071.22,72501446.84,730.0,137680140.0,1555082.26,175894416.92,609268.5,0.0,0.0,97424503.44,0.0,0.0,329975.48,0.0,4967.04,857512.86,-40345320.16,545215.4,3341.05,176224394.4,74985.79,269686.91,0.0,0.0,636744887.54,25000.0,37356764.06,0.0,51520976.4,0.0,395123.6,0,0
