date,Revenues,Income,Taxes,Income tax,Profit tax,Value added tax,Excise duty,Import tax,Other taxes,Grants,Other revenues,interest,Dividends,Rent,Sale of goods and services,Sanctions (fines and penalties),Voluntary transfers other than grants,Decrease in non-financial assets,Fixed assets,Inventories,Valuables,Non-produced assets,Decrease in financial assets,Loans,Shares and other equity,Increase in liabilities,Domestic,Foreign,Expenditure,Compensation of employees,Goods and services,Interest,Subsidies,Social security,Other expenses,Increase in non-financial assets,Increase in financial assets,Decrease in liabilities,State budget balance,From domestic products,From imported products,is_weekend,is_holiday
2015-10-01,31288145.15,25842799.17,24277019.1,8654669.12,1368140.52,10368892.99,3711080.25,117440.64,56795.58,5103125.59,510292.48,0.0,0.0,10.0,119681.16,211289.81,90666.0,1701.85,55.0,0.0,0.0,1646.85,0.0,0.0,0.0,5443644.13,0.0,5443644.13,16956925.27,291851.46,1608592.56,0.0,6490718.62,1218258.39,624653.05,2675213.19,0.0,0.0,798000556.67,0.0,0.0,0,0
2015-10-02,23410067.28,23243679.05,22643686.37,6768166.58,1372604.08,8625299.03,5621894.15,217241.0,38395.42,4219354.7,517724.98,0.0,0.0,30.0,143217.36,237533.62,1224.3,363.35,230.0,0.0,0.0,133.35,28.04,0.0,0.0,165996.84,0.0,165996.84,27204069.53,436736.01,3845229.15,0.0,4401221.08,3057906.69,8146416.6,3119186.03,0.0,60286.97,794206554.42,0.0,0.0,0,0
2015-10-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,794206554.42,0.0,0.0,1,0
2015-10-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,794206554.42,0.0,0.0,1,0
2015-10-05,23725070.64,23553081.19,22729867.18,8450788.22,695176.33,9952391.46,3146845.33,357128.56,127214.8,1453224.15,758301.86,0.0,0.0,1959.17,107986.58,326284.86,0.0,152.48,110.0,0.0,0.0,42.48,0.0,0.0,0.0,171836.97,0.0,171836.97,6956716.43,16569.82,823390.01,0.0,430240.24,2241778.87,788638.11,1267787.38,0.0,0.0,810974908.63,0.0,0.0,0,0
2015-10-06,19917703.51,19269620.29,17565391.23,7577819.41,543288.91,7210570.43,1934836.41,186214.53,109729.57,1589103.43,1520431.63,500.0,1000.0,921.67,1093042.33,358790.37,0.0,66863.79,55.0,0.0,0.0,66808.79,0.0,0.0,0.0,581219.43,0.0,581219.43,9631719.71,836786.21,2350728.63,0.0,792313.12,2678435.38,398079.2,976795.18,193275.99,0.0,821260892.43,0.0,0.0,0,0
2015-10-07,17378571.2,17347412.0,16343486.29,4504085.16,498296.98,8406066.09,2692731.36,187076.27,55230.43,1383986.84,731490.87,0.0,0.0,10.0,259734.75,199408.44,-23107.13,229.09,55.0,0.0,0.0,174.09,0.0,0.0,0.0,30930.11,0.0,30930.11,51408490.27,17514.33,3738542.73,41105625.01,419877.94,2540056.95,886539.81,1489131.2,99650.3,0.0,787231002.03,0.0,0.0,0,0
2015-10-08,31452451.54,18985393.13,18348866.12,3687304.85,776036.23,11371267.32,1912557.11,289131.74,312068.87,2142125.57,506782.44,13172.25,0.0,0.0,141572.11,135809.59,0.0,270.13,110.0,0.0,0.0,160.13,5812.23,5812.23,0.0,12460976.05,4412166.07,8048809.98,170749725.93,20419.92,8562727.16,2250000.0,130247.76,142089618.18,12341927.36,3322350.52,0.0,20054.03,647933840.64,0.0,0.0,0,0
2015-10-09,21567749.82,20565384.36,19942515.18,5153365.49,437616.27,10686720.81,3360601.73,264684.19,39526.69,1244505.54,433665.64,0.0,0.0,1080.62,96061.62,254961.8,22399.07,385.0,0.0,0.0,0.0,385.0,95.33,0.0,0.0,1001885.13,0.0,1001885.13,19887657.88,82243.81,3719864.24,3735270.12,855411.68,2045587.89,343545.97,962054.03,0.0,7088378.14,649613937.08,0.0,0.0,0,0
2015-10-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,649613937.08,0.0,0.0,1,0
2015-10-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,649613937.08,0.0,0.0,1,0
2015-10-12,25736483.69,25718243.66,25074907.53,5025210.39,621251.4,17595297.96,1390135.37,318678.65,122773.62,5418488.26,425932.87,0.0,1000.0,1416.25,168211.11,160495.06,0.0,539.9,0.0,0.0,0.0,539.9,0.0,0.0,0.0,17700.13,0.0,17700.13,15365487.12,40623.47,2346573.19,0.0,57056.24,5593984.97,919607.47,1123339.44,0.0,83217.34,659984953.65,0.0,0.0,0,0
2015-10-13,37920024.15,37592859.8,34941720.5,5170510.19,1267786.36,22620672.17,5496566.22,345404.53,40773.03,4507049.74,2352008.29,2200.0,0.0,104.22,1258062.41,769529.91,0.0,14.98,0.0,0.0,0.0,14.98,4982.0,4982.0,0.0,322167.37,0.0,322167.37,13160659.33,62605.31,3329602.42,0.0,469995.63,1910103.08,680388.27,2370448.88,105804.18,23792.83,684744318.47,0.0,0.0,0,0
2015-10-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,684744318.47,0.0,0.0,0,1
2015-10-15,134972826.57,122641043.71,120962419.9,9904146.44,1578934.51,92283630.92,16798528.43,276417.12,107267.92,1711419.06,1553191.75,1087959.5,0.0,147.1,158354.82,174396.82,46062.0,400.35,209.4,0.0,0.0,190.95,3034204.15,3034204.15,0.0,9297178.36,8995423.07,301755.29,21273833.4,67574.88,2841601.18,1977172.9,247398.21,6705549.25,2846193.19,1194669.2,3750000.0,57687.59,798443397.64,0.0,0.0,0,0
2015-10-16,45803077.53,44924225.89,41020926.89,7775116.69,674715.64,24954808.24,7293661.47,208865.59,113009.26,5995833.21,568881.79,0.0,12778.57,40.0,128576.21,282017.01,0.0,3589.05,3093.3,0.0,0.0,495.75,0.0,0.0,0.0,875262.59,0.0,875262.59,61831742.96,21553.56,5385056.55,2734621.21,370551.39,3269876.6,46617850.19,723464.69,36849.31,10503.46,782415016.21,0.0,0.0,0,0
2015-10-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,782415016.21,0.0,0.0,1,0
2015-10-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,782415016.21,0.0,0.0,1,0
2015-10-19,20964215.36,20036930.19,19066116.64,3817837.9,427708.15,12510534.74,1328409.4,260992.14,720604.31,4649789.399999999,725565.99,0.0,0.0,1010.74,84839.6,249058.87,-1626.66,1837.08,850.85,0.0,0.0,986.23,0.0,0.0,0.0,925448.09,0.0,925448.09,35215988.97,172706.12,2697810.14,0.0,240673.43,24361721.38,373963.66,1803082.4,1161490.0,0.0,768163242.6,0.0,0.0,0,0
2015-10-20,27925425.43,25856952.46,24157281.43,9626689.23,703576.91,11630349.96,1720760.18,399802.11,76103.04,5065712.83,1287586.05,677713.84,1000.0,12725.62,96683.17,288930.23,37429.25,900.09,55.0,0.0,0.0,845.09,689825.71,689825.71,0.0,1377747.17,0.0,1377747.17,30989870.67,11681708.83,2994745.28,0.0,2952937.93,3253359.47,787620.52,1603770.79,3000000.0,62100.0,765098809.86,0.0,0.0,0,0
2015-10-21,28711955.24,24119407.51,23252090.58,6179866.61,724676.48,8771595.04,7376750.77,119835.28,79366.4,11136183.42,-2575193.49,0.0,0.0,462.95,63491.66,156344.38,21642.68,4215347.62,55.0,0.0,0.0,4215292.62,0.0,0.0,0.0,377200.11,0.0,377200.11,25619598.12,8186491.33,3275630.29,136328.03,464992.23,2191326.76,1215930.43,1417654.82,583144.5,454426.73,768191419.89,0.0,0.0,0,0
2015-10-22,19800543.42,18923563.66,17580197.13,7563757.31,850110.37,7572775.83,1227561.09,182805.62,85186.91,2321672.43,762374.1,0.0,0.0,13.3,62220.61,469655.9,875.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,876979.76,0.0,876979.76,20924019.29,10119982.0,5083565.3,0.0,329027.72,2226979.23,839683.74,548459.31,0.0,35641.99,767067944.02,0.0,0.0,0,0
2015-10-23,43658928.66,43620671.34,41643895.34,22706532.89,388834.53,10894482.66,7399550.57,177522.44,76972.25,8853818.71,1552709.02,352253.56,0.0,45.55,549210.22,327390.3,162930.0,36.5,0.0,0.0,0.0,36.5,0.0,0.0,0.0,38220.82,0.0,38220.82,84423951.05,56100826.39,6986601.06,380359.27,1507505.51,3479994.48,2489582.72,3539657.96,0.0,1509671.93,726303774.93,0.0,0.0,0,0
2015-10-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,726303774.93,0.0,0.0,1,0
2015-10-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,726303774.93,0.0,0.0,1,0
2015-10-26,25691597.31,25526710.24,24796037.35,11911814.43,627893.97,8801255.53,2964993.53,383173.94,106905.95,19398851.74,692041.15,0.0,0.0,7355.58,64938.9,274882.38,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,164887.07,0.0,164887.07,56481027.82,13754809.87,2301019.62,2630800.0,647631.51,12908238.85,1616352.51,3261955.46,0.0,0.0,695514967.12,0.0,0.0,0,0
2015-10-27,15277617.63,15267852.27,14150476.21,7342812.21,-2471754.27,6191074.36,2849507.52,177425.61,61410.78,7524418.67,837141.48,110000.0,0.0,288.34,120935.15,142555.45,303634.3,150.88,110.65,0.0,0.0,40.23,0.0,0.0,0.0,9614.48,0.0,9614.48,26132929.58,2004253.34,4062694.85,0.0,505995.46,3500727.62,7487467.52,744755.61,547200.68,35650.41,684660255.17,0.0,0.0,0,0
2015-10-28,21451039.79,20368300.03,19667124.29,7412518.4,277887.61,7526701.41,4213360.79,187396.0,49260.08,12370450.74,533696.0,0.0,0.0,1797.0,103643.58,183495.11,35293.57,208.88,0.0,0.0,0.0,208.88,0.0,0.0,0.0,1082530.88,0.0,1082530.88,25558901.72,1002833.05,2337959.57,603162.35,235843.79,4575065.1,1209455.77,2302736.32,0.0,1088874.77,680552426.05,0.0,0.0,0,0
2015-10-29,32886501.5,21632606.94,17730629.79,8405785.13,400258.32,7655908.35,988367.41,125868.7,55941.88,13159067.38,3566472.07,1818.0,0.0,2000030.0,1162595.94,231855.94,69959.54,10806791.37,0.35,0.0,0.0,10806791.02,0.0,0.0,0.0,447103.19,0.0,447103.19,36620800.59,4313927.96,2505227.98,0.0,1693904.9,4290082.51,1964474.65,3991135.29,5000000.0,38485.0,676818356.96,0.0,0.0,0,0
2015-10-30,30379982.37,26937435.1,25428351.49,14599408.61,758871.16,8691332.35,1035670.23,244598.29,98470.85,1582999.87,1101430.74,0.0,0.0,1580.0,178260.46,213962.06,644059.08,162.16,55.35,0.0,0.0,106.81,0.0,0.0,0.0,3442385.11,0.0,3442385.11,21034083.37,1802461.54,3970893.09,0.0,591210.83,1318482.99,5722651.07,6181299.04,218215.2,53522.61,686164462.18,0.0,0.0,0,0
2015-10-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,686164462.18,0.0,0.0,1,0
2015-11-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,686164462.18,0.0,0.0,1,0
2015-11-02,-8719609.11,23480623.04,22810109.39,9387027.85,1128316.65,9709599.47,1766178.17,559479.6,259462.65,1887761.77,506040.87,61268.18,0.0,475.0,96159.91,242603.83,6151.36,588.71,0.0,0.0,0.0,588.71,0.0,0.0,0.0,-32200561.55,-34980324.77,2779763.22,9567846.73,26132.88,963716.29,912175.23,222784.24,4179753.66,1080635.56,459359.88,0.0,0.0,667877269.34,0.0,0.0,0,0
2015-11-03,15780475.28,15517349.38,14916583.98,6546604.51,219257.33,6214529.57,1674344.84,198325.56,63522.17,1045918.1900000001,520039.26,0.0,2000.0,276.5,101618.4,245366.22,2718.0,42.09,0.35,0.0,0.0,41.74,0.0,0.0,0.0,263083.81,0.0,263083.81,9672873.11,168146.35,1766484.42,0.0,2147361.19,3130200.23,777026.95,718461.92,0.0,0.0,673985171.51,0.0,0.0,0,0
2015-11-04,24250469.07,22902277.8,22117896.12,5440808.76,749451.23,10035823.87,4713146.33,180186.3,998461.63,1686324.6800000002,661946.1,0.0,0.0,20.0,158188.76,212786.3,62826.5,1251884.8,0.7,0.0,0.0,1251884.1,0.0,0.0,0.0,96306.47,0.0,96306.47,11277815.51,89759.09,2158428.46,0.0,2211589.35,2803344.61,614194.18,1747710.72,0.0,88900.0,686957825.07,0.0,0.0,0,0
2015-11-05,30568906.41,19293741.77,18860228.18,8435443.3,272817.05,6843472.04,2908158.86,206021.81,194315.12,745510.75,395732.84,0.0,0.0,0.0,41974.36,139176.68,-979.53,100.7,0.7,0.0,0.0,100.0,3600.0,3600.0,0.0,11271463.94,9928053.69,1343410.25,11492307.81,783275.47,4671525.02,707016.63,218470.32,2904794.53,382986.25,1085984.99,0.0,30524.6,706034556.81,0.0,0.0,0,0
2015-11-06,25767904.98,25758767.55,25199388.83,7378554.56,419205.28,11408877.02,5655010.37,284870.93,52870.67,2862432.18,487577.48,0.0,0.0,848.5,126000.58,241094.25,8507.87,723.09,1.0,0.0,0.0,722.09,0.0,0.0,0.0,8414.34,0.0,8414.34,11168882.93,24650.92,1964963.07,0.0,157086.01,2706739.17,2258934.25,1265878.57,0.0,0.0,720633890.86,0.0,0.0,0,0
2015-11-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,720633890.86,0.0,0.0,1,0
2015-11-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,720633890.86,0.0,0.0,1,0
2015-11-09,26068948.51,21891680.23,20971843.76,4145648.61,518832.34,10197114.8,5628708.97,368032.92,113503.12,1423308.58,681139.89,2990.0,0.0,1110.11,106726.84,226076.87,136214.27,2963465.95,0.35,0.0,0.0,2963465.6,2138.0,2138.0,0.0,1211664.33,0.0,1211664.33,7307074.8,85298.47,3028301.95,0.0,528612.16,635977.4,603934.66,2171628.16,-950000.0,18710.0,739395764.57,0.0,0.0,0,0
2015-11-10,20377572.58,19867544.25,19054631.13,5124153.41,925111.14,10283479.97,2454225.12,187825.09,79836.4,2320990.6,696535.52,11159.55,0.0,87.26,93755.27,310519.16,261.65,249.33,0.0,0.0,0.0,249.33,0.0,0.0,0.0,509779.0,0.0,509779.0,20277092.28,309415.85,7723255.64,0.0,1399564.03,97000.24,1826024.16,1717352.91,5000000.0,-133.55,739497136.48,0.0,0.0,0,0
2015-11-11,19494372.83,17229593.51,16472134.35,4003029.4,455740.06,10297080.54,1304983.9,306057.97,94540.93,3977397.66,608369.27,17493.25,10778.57,7394.9,75415.96,373411.18,14618.0,2626.67,7.35,0.0,0.0,2619.32,142289.85,142289.85,0.0,2119862.8,0.0,2119862.8,164119056.56,78947.05,2915437.78,3327971.74,276520.18,141005883.61,953529.8,3085239.47,0.0,8647219.16,594874502.75,0.0,0.0,0,0
2015-11-12,31197523.04,22025906.6,21308619.34,3241304.08,1213391.38,12688630.72,3865569.57,234512.0,65211.59,1370776.6400000001,571440.62,0.0,0.0,22.54,314558.02,169379.55,-8.67,28289.67,0.7,0.0,0.0,28288.97,0.0,0.0,0.0,9143326.77,9042305.07,101021.7,20894362.19,15552.15,2563844.9,0.0,386409.2,12689008.22,2205424.41,1746112.33,0.0,63080.98,605178068.33,0.0,0.0,0,0
2015-11-13,57521768.93,55912576.44,55137038.33,5931365.51,963243.95,45277642.44,2601056.72,243218.71,118392.14,3568253.3699999996,382256.54,600.0,0.0,191.58,124928.29,205916.74,24846.12,587415.5,587415.5,0.0,0.0,0.0,0.0,0.0,0.0,1021776.99,-132248.22,1154025.21,27983702.09,20436.31,3172358.87,1689626.78,1112525.28,5264861.32,4221378.75,2560542.98,6767000.0,0.0,634716265.17,0.0,0.0,0,0
2015-11-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,634716265.17,0.0,0.0,1,0
2015-11-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,634716265.17,0.0,0.0,1,0
2015-11-16,95489827.06,95283528.09,91589460.45,9970383.8,853993.57,67127287.16,13175408.82,334117.94,124423.33,2373405.92,3568575.72,210608.29,0.0,324.08,152082.25,353801.46,2659918.14,1901.15,1820.35,0.0,0.0,80.8,11812.23,11812.23,0.0,192585.59,0.0,192585.59,17041618.28,15203.88,4264875.67,3377172.9,155062.22,4136482.42,1251713.32,1427878.39,0.0,165315.48,713164487.81,0.0,0.0,0,0
2015-11-17,40623673.8,35141635.77,34452059.17,8035744.24,1296477.19,22532986.67,2302223.09,229405.63,55222.35,6899810.31,596389.29,500.0,0.0,217.85,217378.75,215708.41,20000.0,0.7,0.7,0.0,0.0,0.0,0.0,0.0,0.0,5482037.33,0.0,5482037.33,32632648.74,10304.82,4248376.69,629540.79,204679.74,4935041.31,1793262.31,2017454.86,9800000.0,2187365.22,721155712.87,0.0,0.0,0,0
2015-11-18,197690066.71,20763445.57,19612787.98,5039630.7,544034.82,12550111.37,1073797.7,263622.62,141354.77,2454411.94,522033.65,0.0,0.0,801.37,68045.37,197852.7,0.0,74.55,56.35,0.0,0.0,18.2,28650.0,28650.0,0.0,176897896.59,0.0,176897896.59,36828171.41,57461.91,3626251.92,0.0,963216.01,23740359.26,1066381.93,5548380.38,0.0,332.0,882018033.35,0.0,0.0,0,0
2015-11-19,4404790.03,24571747.72,24116816.9,10699992.88,262589.45,8112754.19,4770192.19,237392.76,33671.43,4336353.95,371046.87,0.0,0.0,1712.2,65023.79,198701.23,1902.4,220.0,220.0,0.0,0.0,0.0,0.0,0.0,0.0,-20167177.69,-23152495.46,2985317.77,85155203.05,33361574.42,3819854.33,1822842.98,1123033.36,2288496.74,37336082.6,1150848.62,0.0,0.0,801269362.47,0.0,0.0,0,0
2015-11-20,42959605.85,42754129.67,41895035.32,19041523.72,352138.43,12492722.66,9746865.93,195357.17,66427.41,4623023.8,506843.55,5050.45,0.0,1203.25,235185.07,125012.7,45667.39,507.5,349.76,0.0,0.0,157.74,0.0,0.0,0.0,204968.68,0.0,204968.68,56788788.43,36856617.01,4630981.08,293689.1,1492217.08,2140110.62,883707.78,3048618.98,648400.0,2523673.78,787441243.89,0.0,0.0,0,0
2015-11-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,787441243.89,0.0,0.0,1,0
2015-11-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,787441243.89,0.0,0.0,1,0
2015-11-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,787441243.89,0.0,0.0,0,1
2015-11-24,33351057.05,33079241.43,32001411.13,12348236.06,464608.81,15842949.85,2705869.94,483076.93,156669.54,6530414.18,651039.12,16696.59,0.0,2389.1,114095.42,326360.83,71733.0,203.58,16.95,0.0,0.0,186.63,191374.38,191374.38,0.0,80237.66,0.0,80237.66,43020873.28,18292258.42,4824273.37,0.0,1279176.89,5528289.11,3460975.85,2915282.51,580791.13,36203.0,777769319.82,0.0,0.0,0,0
2015-11-25,31963706.3,29610528.03,28208854.33,15459219.12,768443.43,8950243.92,2734334.19,210423.08,86190.59,16211783.53,953355.17,0.0,0.0,13865.11,69794.12,268686.47,-695.0,409.56,0.0,0.0,0.0,409.56,34259.47,34259.47,0.0,2318509.24,0.0,2318509.24,53012602.54,18322888.18,5048034.96,101821.87,863738.89,5895006.77,4883815.64,1816620.77,0.0,317210.46,756723769.08,0.0,0.0,0,0
2015-11-26,18695639.52,18513320.18,18018637.76,7837099.57,389275.35,7069939.87,2311113.52,344237.79,66802.66,18652386.24,433372.51,13408.47,0.0,8747.96,92839.17,190678.7,61016.05,751.49,319.35,0.0,0.0,432.14,95666.06,95666.06,0.0,85901.79,0.0,85901.79,35410181.73,2204592.22,3197720.11,0.0,892203.79,3395709.92,485077.94,1788653.91,4800000.0,55147.51,740009483.87,0.0,0.0,0,0
2015-11-27,35505969.37,24596727.77,23048424.22,11788779.23,507201.85,8925551.65,1557339.45,222527.51,47024.53,17129030.85,1117619.66,3110.46,0.0,2083.75,106761.31,224327.05,35375.0,10758632.21,1.05,0.0,0.0,10758631.16,90000.0,90000.0,0.0,60609.39,0.0,60609.39,62925900.46,2303868.47,4165149.81,0.0,2362087.81,14762598.8,3611883.48,18864036.27,74970.84,82958.02,712589552.78,0.0,0.0,0,0
2015-11-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,712589552.78,0.0,0.0,1,0
2015-11-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,712589552.78,0.0,0.0,1,0
2015-11-30,74165801.88,41651804.77,32235970.29,20657424.85,3150439.09,5368147.31,1209692.0,456621.4,1393645.64,7078124.17,3722543.57,1554030.35,0.0,725.83,620903.01,438232.72,954255.33,4313.68,3417.26,0.0,0.0,896.42,8118834.04,8118834.04,0.0,24390849.39,0.0,24390849.39,34914529.49,4940585.32,4088031.68,0.0,755738.8,3626953.24,2217099.28,17901177.91,0.0,110.0,751840825.17,0.0,0.0,0,0
2015-12-01,28164457.04,24226551.32,22719263.77,9588451.34,812352.1,9624464.0,2423599.73,203385.75,67010.85,1862365.1400000001,1366104.95,391913.73,3000.0,1481.52,83074.57,726884.52,44833.1,1316.97,677.95,0.0,0.0,639.02,1864041.45,1864041.45,0.0,2072547.3,0.0,2072547.3,13948835.91,54507.3,2583008.28,0.0,520522.58,5203274.18,1688938.8,2177402.23,0.0,0.0,766056583.53,0.0,0.0,0,0
2015-12-02,22582620.23,22210856.78,21725184.3,6914528.54,1044456.47,10248309.43,3310820.48,164551.08,42518.3,671339.39,375207.09,0.0,0.0,39.25,99591.96,215701.26,7125.0,0.7,0.7,0.0,0.0,0.0,0.0,0.0,0.0,371762.75,0.0,371762.75,16828777.56,40848.26,4217102.28,0.0,407226.12,4659518.43,2277189.29,4573990.2,62978.98,29050.0,771810426.2,0.0,0.0,0,0
2015-12-03,27782913.52,17452358.72,16791896.83,5107440.38,834354.66,6475208.36,4136462.73,210428.3,28002.4,1684256.78,611425.66,37648.43,3375.5,1653.75,164917.85,244129.77,0.0,121.17,0.0,0.0,0.0,121.17,147872.29,147872.29,0.0,10182561.34,10083067.25,99494.09,16936859.36,21274.33,2178476.51,0.0,807018.79,2140379.2,2771452.46,1813175.52,5520980.0,48882.0,782658148.46,0.0,0.0,0,0
2015-12-04,22863509.16,22482614.21,21722051.12,7799767.64,1134118.9,8598394.43,3823922.8,287413.18,78434.17,1703762.52,633351.37,41942.24,135158.0,10.0,91228.88,308100.1,937.5,59.98,55.0,0.0,0.0,4.98,1099.07,0.0,0.0,379735.9,0.0,379735.9,19916205.37,770702.12,2317403.26,0.0,1394578.2,5546773.49,789536.55,7311738.99,164397.43,44524.53,785605452.25,0.0,0.0,0,0
2015-12-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,785605452.25,0.0,0.0,1,0
